	KPSS	signal	gross	net	market
0	0.1402204248473343	0.0	0.0	0.0	1.745570720723677e-05
1	0.1306653235965184	0.0	0.0	0.0	0.002148376881724312
2	0.13544177918454128	0.0	-0.0	-0.0	0.0020846350796801527
3	0.1218676147654572	0.0	0.0	0.0	0.004636432770241061
4	0.11076590367241403	0.0	0.0	0.0	0.0010474599539205265
5	0.11310318223616654	0.0	0.0	0.0	-0.006067494393846573
6	0.22586821856933853	0.0	0.0	0.0	0.0034778715639784963
7	0.2030160712251404	0.0	0.0	0.0	3.8123067008344336e-05
8	0.1831689572299386	0.0	0.0	0.0	0.006609324208602496
9	0.15672156163605852	0.0	0.0	0.0	-0.0006293691084816588
10	0.13455707504554962	0.0	0.0	0.0	0.0005093580038946222
11	0.08405016583516595	0.0	0.0	0.0	-0.0022738117853239315
12	0.06397987974939667	-1.0	-0.0003267644543513074	-0.0003535714382086837	0.0015790922795098083
13	0.09345311240138156	-1.0	-0.0006116263724216158	-0.0006297239184935219	0.001012017561471401
14	0.16811643257456776	-1.0	-0.005129262822959357	-0.005141092172449379	0.008841205788409079
15	0.1333795315916835	0.0	-0.0	-5.518352358093433e-05	-0.002191763174733685
16	0.04765572193126938	0.0	-0.0	-0.0	-0.0003689736527457965
17	0.05576151588375285	0.0	0.0	0.0	0.0046852921407636305
18	0.06891183091711048	0.0	0.0	0.0	0.001071522174355355
19	0.10064328746301321	0.0	0.0	0.0	0.0009514170090862972
20	0.1398963711598943	0.0	-0.0	-0.0	-0.007502163081421376
21	0.182101716193562	0.0	-0.0	-0.0	-0.0021239857917741967
22	0.2048217115299377	0.0	0.0	0.0	0.009638279380647763
23	0.2170466424858371	0.0	0.0	0.0	-0.004470988428756373
24	0.2460391311532317	0.0	0.0	0.0	-0.016511651392423388
25	0.2358640187871748	0.0	0.0	0.0	-0.0016054253132695706
26	0.22504147895877674	0.0	0.0	0.0	-0.0030214249424966866
27	0.20426126537751704	0.0	0.0	0.0	0.0037202972597878414
28	0.1606526890247502	0.0	0.0	0.0	-0.02413055719884427
29	0.14634737784490065	0.0	0.0	0.0	0.008015944543135589
30	0.13302230842741292	0.0	0.0	0.0	0.00583897507464215
31	0.0883274749088889	0.0	0.0	0.0	0.008895287120600504
32	0.097420207143529	0.0	0.0	0.0	-0.005837333350761975
33	0.3160072372481986	-1.0	-0.001155390666325915	-0.0012826176888018595	-0.0067493779153879885
34	0.25407483179226387	-1.0	0.0024831690672389374	0.0024799824962686897	0.008495835590448308
35	0.1533582789755832	-1.0	0.006326730587159294	0.006322253884944427	-0.0028243962306494508
36	0.1155138513868457	0.0	-0.0	-0.00013285992609522688	-0.01191414994527018
37	0.10811164453665352	0.0	0.0	0.0	0.0013535590072402126
38	0.1462094478013974	0.0	0.0	0.0	-0.008375676922946718
39	0.21076307400173588	0.0	0.0	0.0	-0.0069119122568113145
40	0.24374369597033047	0.0	0.0	0.0	0.0020984713906617714
41	0.203313893450299	0.0	0.0	0.0	-0.01319537280847849
42	0.21550161060542655	0.0	0.0	0.0	-0.0027652403144732274
43	0.25628339005547873	0.0	0.0	0.0	0.021432370568193138
44	0.31522537736646206	0.0	0.0	0.0	0.008161854781411959
45	0.3484592223072127	0.0	0.0	0.0	0.006135586748687638
46	0.2875876572621092	-1.0	-0.003508026094791951	-0.00357949008713627	0.01049769746289475
47	0.18984053904932388	-1.0	-0.0011445301035478044	-0.001148963256032042	0.0046600444669098184
48	0.15626125177502992	-1.0	0.0006019887444029084	0.0005952009992155927	-0.00034988023558091275
49	0.1997583393493005	-1.0	0.002342635634391598	0.002336163224917288	-0.0020375791387226005
50	0.23613611622171876	-1.0	-0.0002977695994134343	-0.00030113390665120526	0.004097381912668174
51	0.25788090415767556	-1.0	0.0018187102779385167	0.0018119636488858875	-0.001611511904139773
52	0.3203309013219207	0.0	0.0	-6.724415023622732e-05	0.0009317492412306283
53	0.3075802486483614	0.0	0.0	0.0	0.009717399870633026
